unit,age,sex,isced11,geo\time	2017 	2016 	2015 	2014 	2013 	2012 
NR,Y20,F,ED4,ME	: z	: z	: 	: 	: 	: 
NR,Y20,F,ED4,MK	0 	: 	0 	0 	: d	: 
NR,Y20,F,ED4,MT	6 	9 	18 	4 	3 	: 
NR,Y20,F,ED4,NL	: z	: z	: z	0 	12 	: 
NR,Y20,F,ED4,NO	159 	148 	223 	218 	182 	: 
NR,Y20,F,ED4,PL	22573 	24569 	25369 	26265 	31051 	: 
NR,Y20,F,ED4,PT	162 	275 	687 	739 	617 	: 
NR,Y20,F,ED4,RO	7323 	7503 	8383 	8281 	7869 	: 
NR,Y20,F,ED4,RS	5 	6 	7 	10 	0 	: 
NR,Y20,F,ED4,SE	732 	329 	704 	819 	836 	: 
NR,Y20,F,ED4,SI	: z	: z	: z	: z	: z	: 
NR,Y20,F,ED4,SK	625 	597 	755 	975 	1044 	: 
NR,Y20,F,ED4,TR	: z	: z	: z	: z	: z	: 
NR,Y20,F,ED4,UK	: zd	: z	: z	: z	: z	: 
NR,Y20,F,ED5,AT	2532 	2415 	2513 	2516 	2501 	: 
NR,Y20,F,ED5,BE	1376 	1317 	1169 	1190 	1262 	: 
NR,Y20,F,ED5,BG	: z	: z	: z	: z	: z	: 
NR,Y20,F,ED5,CH	76 	83 	584 	578 	690 	: 
NR,Y20,F,ED5,CY	269 	260 	306 	315 	270 	: 
NR,Y20,F,ED5,CZ	137 	113 	138 	151 	140 	: 
NR,Y20,F,ED5,DE	0 	1 	12 	11 	23 	: 
NR,Y20,F,ED5,DK	1280 	1477 	1432 	1433 	1393 	: 
NR,Y20,F,ED5,EE	: z	: z	: z	: z	: z	: 
NR,Y20,F,ED5,EL	: z	: z	: z	: z	: z	: 
NR,Y20,F,ED5,ES	24339 	22204 	22411 	22462 	23111 	: 
NR,Y20,F,ED5,EU28	: 	88742 	89117 	94669 	105321 	: 
NR,Y20,F,ED5,FI	: z	: z	: z	0 	0 	: 
NR,Y20,F,ED5,FR	47162 	47318 	47065 	50142 	53334 	: 
NR,Y20,F,ED5,HR	2 	14 	25 	14 	: d	: 
NR,Y20,F,ED5,HU	1720 	1640 	1528 	3055 	5079 	: 
NR,Y20,F,ED5,IE	486 	503 	527 	434 	: 	: 
NR,Y20,F,ED5,IS	4 	7 	6 	8 	4 	: 
NR,Y20,F,ED5,IT	462 	402 	239 	211 	102 	: 
NR,Y20,F,ED5,LI	: z	: z	: z	: z	: z	: 
NR,Y20,F,ED5,LT	: z	: z	: z	: z	: z	: 
NR,Y20,F,ED5,LU	41 	41 	40 	73 	56 	: 
NR,Y20,F,ED5,LV	656 	806 	997 	1108 	1438 	: 
NR,Y20,F,ED5,ME	: z	: z	: 	: 	: 	: 
NR,Y20,F,ED5,MK	: z	: z	: z	: z	: z	: 
NR,Y20,F,ED5,MT	75 	108 	147 	145 	146 	: 
NR,Y20,F,ED5,NL	353 	301 	466 	270 	203 	: 
NR,Y20,F,ED5,NO	253 	200 	273 	332 	383 	: 
NR,Y20,F,ED5,PL	2 	4 	41 	738 	1501 	: 
NR,Y20,F,ED5,PT	888 	389 	4 	: z	: z	: 
NR,Y20,F,ED5,RO	: z	: z	: z	: z	: z	: 
NR,Y20,F,ED5,RS	: z	: z	: z	: z	: z	: 
NR,Y20,F,ED5,SE	306 	416 	500 	638 	759 	: 
NR,Y20,F,ED5,SI	745 	724 	722 	599 	553 	: 
NR,Y20,F,ED5,SK	377 	404 	399 	413 	466 	: 
NR,Y20,F,ED5,TR	122473 	114206 	111229 	100593 	85775 	: 
NR,Y20,F,ED5,UK	7864 d	7886 	8436 	8752 	10692 	: 
NR,Y20,F,ED6,AT	14375 	13570 	12691 	12571 	12625 	: 
NR,Y20,F,ED6,BE	39871 	38455 	37674 	38958 	40732 	: 
NR,Y20,F,ED6,BG	13266 	13757 	15206 	16431 	17418 	: 
NR,Y20,F,ED6,CH	11853 	11368 	10971 	10899 	10838 	: 
NR,Y20,F,ED6,CY	1819 	1845 	1975 	1989 	2199 	: 
NR,Y20,F,ED6,CZ	19873 	20770 	23291 	26924 	27059 	: 
NR,Y20,F,ED6,DE	106231 	99438 	95437 	89683 	85610 	0 
NR,Y20,F,ED6,DK	7394 	7886 	8349 	8019 	8071 	: 
NR,Y20,F,ED6,EE	2389 	2345 	2524 	2685 	3347 	: 
NR,Y20,F,ED6,EL	33010 	32604 	33725 	33262 	35062 	: 
NR,Y20,F,ED6,ES	89052 	85843 	85825 	87209 	86809 	: 
NR,Y20,F,ED6,EU28	: 	1017301 	1009561 	1001106 	1013349 	: 
NR,Y20,F,ED6,FI	8838 	9633 	10466 	10597 	11157 	: 
NR,Y20,F,ED6,FR	125234 	120259 	114007 	108533 	107380 	: 
NR,Y20,F,ED6,HR	10460 	10211 	10620 	10768 	10657 d	: 
NR,Y20,F,ED6,HU	13544 	14253 	15351 	16344 	16512 	: 
NR,Y20,F,ED6,IE	16566 	15737 	15115 	14233 	12601 	: 
NR,Y20,F,ED6,IS	457 	477 	496 	574 	542 	: 
NR,Y20,F,ED6,IT	106087 	98455 	85104 	84050 	86088 	: 
NR,Y20,F,ED6,LI	35 	25 	21 	17 	21 	: 
NR,Y20,F,ED6,LT	9265 	9930 	10463 	11606 	13045 	: 
NR,Y20,F,ED6,LU	230 	254 	246 	257 	306 	: 
NR,Y20,F,ED6,LV	3541 	3928 	4202 	4480 	4478 	: 
NR,Y20,F,ED6,MK	5773 	5886 	6177 	5981 	6020 	: 
NR,Y20,F,ED6,MT	1026 	932 	859 	851 	844 	: 
NR,Y20,F,ED6,NL	50030 	48441 	50733 	48106 	46636 	: 
NR,Y20,F,ED6,NO	12685 	12494 	12134 	11579 	11221 	: 
NR,Y20,F,ED6,PL	97986 d	103763 d	110723 d	109095 	119432 d	: 
NR,Y20,F,ED6,PT	21588 	20648 	20197 	22169 	21514 	: 
NR,Y20,F,ED6,RO	35142 	35782 	37640 	38110 	40119 	: 
NR,Y20,F,ED6,RS	18793 	19685 	20014 	20273 	20285 	: 
NR,Y20,F,ED6,SE	9915 	10342 	11632 	12036 	12613 	: 
NR,Y20,F,ED6,SI	5184 	5202 	5553 	5755 	5582 	: 
NR,Y20,F,ED6,SK	10241 	11102 	13605 d	15094 d	15357 d	: 
NR,Y20,F,ED6,TR	201093 	197349 	196059 	186936 	178188 	: 
NR,Y20,F,ED6,UK	185892 	181916 	176348 	171292 	170460 	: 
NR,Y20,F,ED7,AT	2417 	3050 	3816 	4129 	4363 	: 
NR,Y20,F,ED7,BE	342 	325 	354 	320 	321 	: 
NR,Y20,F,ED7,BG	2759 	2462 	2411 	2342 	2402 	: 
NR,Y20,F,ED7,CH	42 	65 	47 	48 	59 	: 
NR,Y20,F,ED7,CY	158 	123 	50 	39 	42 	: 
NR,Y20,F,ED7,CZ	2650 	2755 	2839 	2910 	3072 	: 
NR,Y20,F,ED7,DE	31252 	29649 	29552 	28825 	28353 	: 
NR,Y20,F,ED7,DK	1 	6 	7 	8 	3 	: 
NR,Y20,F,ED7,EE	251 	219 	228 	220 	272 	: 
NR,Y20,F,ED7,EL	0 	0 	1 	0 	0 	: 
NR,Y20,F,ED7,ES	9046 	8518 	9032 	9069 	9039 	: 
NR,Y20,F,ED7,EU28	: 	140565 	136416 	134465 	138278 	: 
NR,Y20,F,ED7,FI	200 	196 	148 	187 	180 	: 
NR,Y20,F,ED7,FR	33189 	31667 	31129 	30156 	30539 	: 
NR,Y20,F,ED7,HR	2666 	2330 	2261 	2436 	2307 	: 
NR,Y20,F,ED7,HU	3191 	3238 	2881 	2507 	2307 	: 
NR,Y20,F,ED7,IE	42 	55 	68 	69 	224 	: 
NR,Y20,F,ED7,IS	10 	6 	13 	18 	10 	: 
NR,Y20,F,ED7,IT	23972 	24174 	21923 	21965 	22807 	: 
NR,Y20,F,ED7,LI	0 	0 	1 	0 	0 	: 
NR,Y20,F,ED7,LT	883 	774 	867 	913 	902 	: 
NR,Y20,F,ED7,LU	0 	0 	0 	0 	5 	: 
NR,Y20,F,ED7,LV	380 	345 	320 	267 	863 	: 
NR,Y20,F,ED7,MK	9 	9 	0 	3 	1 	: 
NR,Y20,F,ED7,MT	66 	71 	69 	53 	60 	: 
NR,Y20,F,ED7,NL	833 	248 	198 	111 	102 	: 
NR,Y20,F,ED7,NO	1873 	1730 	1729 	1623 	1474 	: 
NR,Y20,F,ED7,PL	14663 d	13659 d	13951 d	13179 d	13803 d	: 
NR,Y20,F,ED7,PT	4143 	3836 	4080 	4254 	4450 	: 
NR,Y20,F,ED7,RO	5190 	5983 	5026 	5431 	5688 	: 
NR,Y20,F,ED7,RS	1826 	1752 	1608 	1245 	1555 	: 
NR,Y20,F,ED7,SE	4127 	4064 	4303 	4148 	4328 	: 
NR,Y20,F,ED7,SI	463 d	466 	452 	472 	494 d	: 
NR,Y20,F,ED7,SK	952 	1046 	: d	: d	: d	: 
NR,Y20,F,ED7,TR	10515 	9963 	8991 	8125 	7931 	: 
NR,Y20,F,ED7,UK	1319 	1305 	449 	455 	1399 	: 
NR,Y20,F,ED8,AT	0 	0 	0 	0 	0 	: 
NR,Y20,F,ED8,BE	0 	1 	0 	1 	0 	: 
NR,Y20,F,ED8,BG	0 	0 	0 	0 	0 	: 
NR,Y20,F,ED8,CH	0 	0 	0 	1 	0 	: 
NR,Y20,F,ED8,CY	0 	0 	0 	0 	0 	: 
NR,Y20,F,ED8,CZ	0 	0 	0 	0 	0 	: 
NR,Y20,F,ED8,DE	0 d	0 d	0 	0 	0 	0 
NR,Y20,F,ED8,DK	0 	0 	0 	0 	0 	: 
NR,Y20,F,ED8,EE	0 	0 	0 	0 	0 	: 
NR,Y20,F,ED8,EL	0 	0 	0 	0 	0 	: 
NR,Y20,F,ED8,ES	0 	0 	0 	0 	0 	: 
NR,Y20,F,ED8,EU28	: 	49 	30 	18 	43 	: 
NR,Y20,F,ED8,FI	0 	0 	0 	0 	0 	: 
NR,Y20,F,ED8,FR	14 	0 	0 	0 	0 	: 
NR,Y20,F,ED8,HR	0 	0 	0 	0 	0 	: 
NR,Y20,F,ED8,HU	0 	0 	0 	0 	0 	: 
NR,Y20,F,ED8,IE	0 	0 	3 	1 	0 	: 
NR,Y20,F,ED8,IS	0 	0 	0 	0 	0 	: 
NR,Y20,F,ED8,IT	0 	0 	0 	0 	0 	: 
NR,Y20,F,ED8,LI	0 	0 	0 	0 	0 	: 
NR,Y20,F,ED8,LT	0 	0 	0 	0 	0 	: 
NR,Y20,F,ED8,LU	0 	0 	0 	0 	0 	: 
NR,Y20,F,ED8,LV	0 	0 	0 	0 	0 	: 
NR,Y20,F,ED8,MK	0 	0 	0 	0 	0 	: 
NR,Y20,F,ED8,MT	0 	0 	0 	0 	0 	: 
NR,Y20,F,ED8,NL	0 	0 	0 	0 	0 	: 
NR,Y20,F,ED8,NO	0 	0 	0 	0 	0 	: 
NR,Y20,F,ED8,PL	0 d	0 d	0 	0 	0 	: 
NR,Y20,F,ED8,PT	0 	0 	1 	0 	0 	: 
NR,Y20,F,ED8,RO	0 	0 	0 	0 	0 	: 
NR,Y20,F,ED8,RS	0 	7 	1 	1 	0 	: 
NR,Y20,F,ED8,SE	0 	0 	0 	0 	0 	: 
NR,Y20,F,ED8,SI	0 	0 	0 	0 	0 	: 
NR,Y20,F,ED8,SK	0 	0 	0 	0 	0 	: 
NR,Y20,F,ED8,TR	0 	1 	0 	0 	1 	: 
NR,Y20,F,ED8,UK	38 	48 	26 	16 	43 	: 
NR,Y20,M,ED0,AT	0 	0 	0 	0 	0 	: 
NR,Y20,M,ED0,BE	0 	0 	0 	0 	0 	: 
NR,Y20,M,ED0,BG	0 	0 	0 	0 	0 	: 
NR,Y20,M,ED0,CH	0 	0 	0 	0 	0 	: 
NR,Y20,M,ED0,CY	0 	0 	0 	0 	0 	: 
NR,Y20,M,ED0,CZ	0 	0 	0 	0 	0 	: 
NR,Y20,M,ED0,DE	0 	0 	0 	0 	0 	: 
NR,Y20,M,ED0,DK	0 	0 	0 	0 	0 	: 
NR,Y20,M,ED0,EE	0 	0 	0 	0 	0 	: 
NR,Y20,M,ED0,EL	0 	0 	0 	0 	0 	: 
NR,Y20,M,ED0,ES	0 	0 	0 	0 	0 	: 
NR,Y20,M,ED0,EU28	: 	146 	180 	131 	145 	: 
NR,Y20,M,ED0,FI	0 	0 	0 	0 	0 	: 
NR,Y20,M,ED0,FR	133 	146 	180 	131 	145 	: 
NR,Y20,M,ED0,HR	0 	0 	0 	0 	0 	: 
NR,Y20,M,ED0,HU	0 	0 	0 	0 	: 	: 
NR,Y20,M,ED0,IE	0 	0 	0 	0 	0 	: 
NR,Y20,M,ED0,IS	0 	0 	0 	0 	0 	: 
NR,Y20,M,ED0,IT	0 	0 	0 	0 	: z	: 
NR,Y20,M,ED0,LI	: 	0 	: 	: 	: 	: 
NR,Y20,M,ED0,LT	0 	0 	0 	0 	0 	: 
NR,Y20,M,ED0,LU	0 	0 	0 	0 	0 	: 
NR,Y20,M,ED0,LV	0 	0 	0 	0 	0 	: 
NR,Y20,M,ED0,ME	0 	0 	0 	: 	: 	: 
NR,Y20,M,ED0,MK	0 	0 	0 	0 	0 	: 
NR,Y20,M,ED0,MT	0 	0 	0 	0 	0 	: 
NR,Y20,M,ED0,NL	0 	0 	0 	0 	0 	: 
NR,Y20,M,ED0,NO	0 	0 	0 	0 	0 	: 
NR,Y20,M,ED0,PL	0 	0 	0 	0 	0 	: 
NR,Y20,M,ED0,PT	0 	0 	0 e	0 	0 	: 
NR,Y20,M,ED0,RO	0 	0 	0 	0 	0 	: 
NR,Y20,M,ED0,RS	0 	0 	0 	0 	0 	: 
NR,Y20,M,ED0,SE	0 	0 	0 	0 	0 	: 
NR,Y20,M,ED0,SI	0 	0 	0 	0 	0 	: 
NR,Y20,M,ED0,SK	0 	0 	0 	0 	0 	: 
NR,Y20,M,ED0,TR	0 	0 	0 	0 	0 	: 
NR,Y20,M,ED0,UK	0 	0 	0 	0 	0 	: 
NR,Y20,M,ED1,AT	0 	0 	0 	0 	0 	: 
NR,Y20,M,ED1,BE	145 	95 	35 	69 	87 	: 
NR,Y20,M,ED1,BG	12 	17 	14 	20 	27 	: 
NR,Y20,M,ED1,CH	1 	0 	1 	0 	0 	: 
NR,Y20,M,ED1,CY	22 	6 	9 	18 	24 	: 
NR,Y20,M,ED1,CZ	1 	1 	2 	2 	7 	: 
NR,Y20,M,ED1,DE	0 	0 	0 	0 	0 	0 
NR,Y20,M,ED1,DK	12 	12 	23 	14 	6 	: 
NR,Y20,M,ED1,EE	0 	0 	1 	0 	0 	: 
NR,Y20,M,ED1,EL	0 	0 	2 	0 	0 	: 
NR,Y20,M,ED1,ES	512 	571 	550 	577 	896 	: 
NR,Y20,M,ED1,EU28	: 	2832 	4070 	3886 	5295 	: 
NR,Y20,M,ED1,FI	0 	0 	0 	0 	0 	: 
NR,Y20,M,ED1,FR	494 	511 	571 	518 	410 	: 
NR,Y20,M,ED1,HR	0 	0 	0 	0 	0 	: 
NR,Y20,M,ED1,HU	0 	1 	0 	4 	3 	: 
NR,Y20,M,ED1,IE	0 	0 	0 	0 	0 	: 
NR,Y20,M,ED1,IS	0 	0 	0 	0 	0 	: 
NR,Y20,M,ED1,IT	4513 	0 	1565 	1598 	2894 	: 
NR,Y20,M,ED1,LI	0 	0 	0 	0 	0 	: 
NR,Y20,M,ED1,LT	0 	0 	0 	0 	0 	: 
NR,Y20,M,ED1,LU	0 	0 	0 	0 	0 	: 
NR,Y20,M,ED1,LV	4 	5 	6 	12 	1 	: 
NR,Y20,M,ED1,ME	1 	3 	0 	: 	: 	: 
NR,Y20,M,ED1,MK	7 	5 	5 	0 	1 	: 
NR,Y20,M,ED1,MT	0 	0 	0 	0 	0 	: 
NR,Y20,M,ED1,NL	0 	0 	0 	0 	0 	: 
NR,Y20,M,ED1,NO	0 	0 	0 	0 	0 	: 
NR,Y20,M,ED1,PL	0 	1 	0 	4 	3 	: 
NR,Y20,M,ED1,PT	56 	43 	59 	37 	55 	: 
NR,Y20,M,ED1,RO	39 	75 	0 	62 	0 	: 
NR,Y20,M,ED1,RS	0 	0 	0 	0 	0 	: 
NR,Y20,M,ED1,SE	1689 	1487 	1221 	931 	869 	: 
NR,Y20,M,ED1,SI	7 	6 	10 	16 	6 	: 
NR,Y20,M,ED1,SK	2 	1 	2 	4 	7 	: 
NR,Y20,M,ED1,TR	0 	0 	0 	0 	0 	: 
NR,Y20,M,ED1,UK	0 	0 	0 	0 	0 	: 
NR,Y20,M,ED2,AT	0 	0 	1 	0 	0 	: 
NR,Y20,M,ED2,BE	1870 	1741 	1458 	1662 	2562 	: 
NR,Y20,M,ED2,BG	192 	190 	272 	275 	378 	: 
NR,Y20,M,ED2,CH	8 	2 	3 	11 	15 	: 
NR,Y20,M,ED2,CY	2 	7 	10 	4 	3 	: 
NR,Y20,M,ED2,CZ	142 	200 	201 	226 	189 	: 
NR,Y20,M,ED2,DE	9181 	7011 	6058 	5449 	5679 	5616 
NR,Y20,M,ED2,DK	48 	83 	50 	39 	63 	: 
NR,Y20,M,ED2,EE	56 	58 	43 	56 	65 	: 
NR,Y20,M,ED2,EL	249 	227 	159 	1835 	1904 	: 
NR,Y20,M,ED2,ES	6579 	7312 	8163 	8471 	11363 	: 
NR,Y20,M,ED2,EU28	: 	: 	26939 	27577 	35137 	: 
NR,Y20,M,ED2,FI	84 	67 	84 	56 	59 	: 
NR,Y20,M,ED2,FR	76 	66 	70 	69 	70 	: 
NR,Y20,M,ED2,HR	0 	0 	0 	0 	0 	: 
NR,Y20,M,ED2,HU	234 	400 	386 	343 	244 	: 
NR,Y20,M,ED2,IE	498 	133 	1 	2 	90 	: 
NR,Y20,M,ED2,IS	0 	0 	0 	0 	0 	: 
NR,Y20,M,ED2,IT	1128 	0 	1312 	1339 	2424 	: 
NR,Y20,M,ED2,LI	0 	0 	0 	0 	0 	: 
NR,Y20,M,ED2,LT	228 	258 	252 	293 	412 	: 
NR,Y20,M,ED2,LU	46 	19 	26 	20 	35 	: 
NR,Y20,M,ED2,LV	60 	72 	82 	112 	76 	: 
NR,Y20,M,ED2,ME	1 	1 	0 	: 	: 	: 
NR,Y20,M,ED2,MK	12 	12 	13 	2 	11 	: 
NR,Y20,M,ED2,MT	10 	21 	7 	15 	9 	: 
NR,Y20,M,ED2,NL	1017 	995 	934 	798 	933 	: 
NR,Y20,M,ED2,NO	0 	0 	0 	0 	17 	: 
NR,Y20,M,ED2,PL	2015 	2056 	2084 	2274 	2196 	: 
NR,Y20,M,ED2,PT	372 	423 	343 	286 	328 	: 
NR,Y20,M,ED2,RO	91 	123 	0 	183 	0 	: 
NR,Y20,M,ED2,RS	0 	0 	0 	0 	0 	: 
NR,Y20,M,ED2,SE	661 	566 	457 	415 	386 	: 
NR,Y20,M,ED2,SI	29 	25 	29 	25 	21 	: 
NR,Y20,M,ED2,SK	122 	117 	138 	132 	92 	: 
NR,Y20,M,ED2,TR	1084 	1746 	1687 	1810 	1250 	: 
NR,Y20,M,ED2,UK	7293 	: 	4320 	5033 	5556 	: 
NR,Y20,M,ED3,AT	5832 	5443 	5318 	5440 	5196 	: 
NR,Y20,M,ED3,BE	8521 	8214 	7842 	7152 	8585 	: 
NR,Y20,M,ED3,BG	882 	918 	1156 	1387 	1365 	: 
NR,Y20,M,ED3,CH	12596 	12665 	12744 	12782 	13157 	: 
NR,Y20,M,ED3,CY	99 	84 	76 	75 	84 	: 
NR,Y20,M,ED3,CZ	7732 	8384 	9567 	11077 	10407 	: 
NR,Y20,M,ED3,DE	107002 	109566 	105740 	112265 	114650 	122760 
NR,Y20,M,ED3,DK	12044 	12887 	13558 	13271 	14142 	: 
NR,Y20,M,ED3,EE	1108 	1102 	963 	935 	869 	: 
NR,Y20,M,ED3,EL	3371 	3594 	4100 	4471 	4879 	: 
NR,Y20,M,ED3,ES	31214 	34690 	35561 	38330 	37116 	: 
NR,Y20,M,ED3,EU28	: 	383942 	388508 	409367 	422115 	: 
NR,Y20,M,ED3,FI	5114 	5456 	5844 	5653 	5419 	: 
NR,Y20,M,ED3,FR	22501 	23519 	23682 	25252 	29431 	: 
NR,Y20,M,ED3,HR	383 	192 	218 	180 	173 	: 
NR,Y20,M,ED3,HU	6272 	7168 	8014 	8873 	9339 	: 
NR,Y20,M,ED3,IE	782 	124 	130 	134 	193 	: 
NR,Y20,M,ED3,IS	803 	808 	862 	870 	923 	: 
NR,Y20,M,ED3,IT	25647 	25900 	26367 	27321 	28287 	: 
NR,Y20,M,ED3,LI	75 	79 	82 	75 	63 	: 
NR,Y20,M,ED3,LT	1048 	1127 	1156 	1566 	2100 	: 
NR,Y20,M,ED3,LU	873 	804 	893 	849 	781 	: 
NR,Y20,M,ED3,LV	1260 	1400 	1601 	1883 	2056 	: 
NR,Y20,M,ED3,ME	13 	17 	0 	: 	: 	: 
NR,Y20,M,ED3,MK	: 	: 	: d	: d	20 	: 
NR,Y20,M,ED3,MT	236 	304 	306 	281 	263 	: 
NR,Y20,M,ED3,NL	30420 	30014 	30919 	29844 	29982 	: 
NR,Y20,M,ED3,NO	8654 	8481 	8229 	8384 	8404 	: 
NR,Y20,M,ED3,PL	26110 	24913 	29419 	32286 	35759 	: 
NR,Y20,M,ED3,PT	7216 	7493 	8990 	9387 	9920 	: 
NR,Y20,M,ED3,RO	3342 	3510 	3373 	3884 	7278 	: 
NR,Y20,M,ED3,RS	120 	186 	138 	168 	297 	: 
NR,Y20,M,ED3,SE	9852 	9052 	9096 	8237 	8307 	: 
NR,Y20,M,ED3,SI	1838 	1832 	1259 	908 e	931 e	: 
NR,Y20,M,ED3,SK	1675 	1748 	1796 	1982 	2059 	: 
NR,Y20,M,ED3,TR	58604 	70773 	74208 	70462 	31557 	: 
NR,Y20,M,ED3,UK	46014 	54504 	51564 	56445 	52545 	: 
NR,Y20,M,ED4,AT	184 	209 	229 	229 	258 	: 
NR,Y20,M,ED4,BE	2592 	2441 	1946 	2635 	5544 	: 
NR,Y20,M,ED4,BG	50 	77 	110 	128 	181 	: 
NR,Y20,M,ED4,CH	411 	412 	462 	435 	503 	: 
NR,Y20,M,ED4,CY	26 	36 	55 	105 	46 	: 
NR,Y20,M,ED4,CZ	: d	: d	: d	: d	3 	: 
NR,Y20,M,ED4,DE	47720 	44989 	54385 	55867 	60586 	53106 
NR,Y20,M,ED4,DK	: z	: z	: z	: z	: z	: 
NR,Y20,M,ED4,EE	163 	232 	399 	525 	511 	: 
NR,Y20,M,ED4,EL	5054 	4296 	4167 	1226 	588 	: 
NR,Y20,M,ED4,ES	168 	219 	164 	0 d	: 	: 
NR,Y20,M,ED4,EU28	: 	85461 	94552 	92976 	: 	: 
NR,Y20,M,ED4,FI	11 	6 	13 	14 	13 	: 
NR,Y20,M,ED4,FR	1283 	1230 	1139 	1138 	1520 	: 
NR,Y20,M,ED4,HR	: z	: z	: z	: z	: z	: 
NR,Y20,M,ED4,HU	8308 	9126 	9226 	8780 	8609 	: 
NR,Y20,M,ED4,IE	2513 	3932 	3781 	2446 	2000 	: 
NR,Y20,M,ED4,IS	5 	4 	1 	4 	9 	: 
NR,Y20,M,ED4,IT	: 	0 	0 	0 	0 	: 
NR,Y20,M,ED4,LI	: z	: z	: z	: z	: z	: 
NR,Y20,M,ED4,LT	1434 	1511 	1528 	1626 	1547 	: 
NR,Y20,M,ED4,LU	19 	22 	23 	18 	27 	: 
NR,Y20,M,ED4,LV	271 	237 	297 	298 	290 	: 
NR,Y20,M,ED4,ME	: z	: z	: 	: 	: 	: 
NR,Y20,M,ED4,MK	0 	: 	0 	0 	: 	: 
NR,Y20,M,ED4,MT	3 	10 	17 	6 	3 	: 
NR,Y20,M,ED4,NL	: z	: z	: z	3 	16 	: 
NR,Y20,M,ED4,NO	312 	221 	195 	187 	59 	: 
NR,Y20,M,ED4,PL	8198 	9313 	9831 	10381 	12804 	: 
NR,Y20,M,ED4,PT	338 	563 	1220 	1181 	1076 	: 
NR,Y20,M,ED4,RO	3487 	3623 	3890 	3732 	3273 	: 
NR,Y20,M,ED4,RS	10 	8 	22 	12 	4 	: 
NR,Y20,M,ED4,SE	747 	603 	856 	995 	985 	: 
NR,Y20,M,ED4,SI	: z	: z	: z	: z	: z	: 
NR,Y20,M,ED4,SK	1042 	1078 	1276 	1643 	1674 	: 
NR,Y20,M,ED4,TR	: z	: z	: z	: z	: z	: 
NR,Y20,M,ED4,UK	: zd	: z	: z	: z	: z	: 
NR,Y20,M,ED5,AT	2580 	2308 	2447 	2610 	2543 	: 
NR,Y20,M,ED5,BE	625 	491 	382 	389 	377 	: 
NR,Y20,M,ED5,BG	: z	: z	: z	: z	: z	: 
NR,Y20,M,ED5,CH	27 	32 	348 	377 	404 	: 
NR,Y20,M,ED5,CY	401 	317 	306 	256 	324 	: 
NR,Y20,M,ED5,CZ	73 	71 	91 	68 	77 	: 
NR,Y20,M,ED5,DE	2 	3 	7 	4 	6 	: 
NR,Y20,M,ED5,DK	1251 	1407 	1411 	1406 	1358 	: 
NR,Y20,M,ED5,EE	: z	: z	: z	: z	: z	: 
NR,Y20,M,ED5,EL	: z	: z	: z	: z	: z	: 
NR,Y20,M,ED5,ES	29194 	25923 	26224 	26023 	25942 	: 
NR,Y20,M,ED5,EU28	: 	97812 	96310 	100895 	108669 	: 
NR,Y20,M,ED5,FI	: z	: z	: z	0 	0 	: 
NR,Y20,M,ED5,FR	51127 	51036 	50217 	54168 	57735 	: 
NR,Y20,M,ED5,HR	1 	5 	2 	1 	: d	: 
NR,Y20,M,ED5,HU	887 	796 	771 	1278 	2716 	: 
NR,Y20,M,ED5,IE	539 	601 	592 	579 	: 	: 
NR,Y20,M,ED5,IS	7 	3 	5 	6 	7 	: 
NR,Y20,M,ED5,IT	1483 	1159 	640 	761 	308 	: 
NR,Y20,M,ED5,LI	: z	: z	: z	: z	: z	: 
NR,Y20,M,ED5,LT	: z	: z	: z	: z	: z	: 
NR,Y20,M,ED5,LU	23 	29 	24 	49 	24 	: 
NR,Y20,M,ED5,LV	500 	516 	650 	794 	973 	: 
NR,Y20,M,ED5,ME	: z	: z	: 	: 	: 	: 
NR,Y20,M,ED5,MK	: z	: z	: z	: z	: z	: 
NR,Y20,M,ED5,MT	45 	97 	171 	173 	162 	: 
NR,Y20,M,ED5,NL	422 	423 	293 	288 	278 	: 
NR,Y20,M,ED5,NO	438 	515 	541 	536 	603 	: 
NR,Y20,M,ED5,PL	2 	2 	20 	105 	320 	: 
NR,Y20,M,ED5,PT	1384 	692 	25 	: z	: z	: 
NR,Y20,M,ED5,RO	: z	: z	: z	: z	: z	: 
NR,Y20,M,ED5,RS	: z	: z	: z	: z	: z	: 
NR,Y20,M,ED5,SE	680 	841 	1013 	1096 	1255 	: 
NR,Y20,M,ED5,SI	1142 	1101 	1085 	905 	927 	: 
NR,Y20,M,ED5,SK	181 	200 	233 	229 	210 	: 
NR,Y20,M,ED5,TR	134658 	125863 	122326 	114836 	111507 	: 
NR,Y20,M,ED5,UK	9558 d	9793 	9706 	9713 	9949 	: 
NR,Y20,M,ED6,AT	9408 	9103 	8449 	8184 	8287 	: 
NR,Y20,M,ED6,BE	30907 	29334 	28955 	29438 	30959 	: 
NR,Y20,M,ED6,BG	11321 	11958 	12696 	13763 	14415 	: 
NR,Y20,M,ED6,CH	7911 	7721 	7507 	7579 	7374 	: 
NR,Y20,M,ED6,CY	1468 	1332 	1306 	1250 	1426 	: 
NR,Y20,M,ED6,CZ	14983 	15973 	17539 	20010 	20636 	: 
NR,Y20,M,ED6,DE	100932 	93997 	91241 	89338 	83950 	0 
NR,Y20,M,ED6,DK	5490 	5770 	6088 	5988 	5761 	: 
NR,Y20,M,ED6,EE	1669 	1713 	1778 	2127 	2594 	: 
